brand_name,model,release_year,battery_kWh,avg_consumption_Wh_per_km,ac_phases,ac_max_power_kW,dc_max_power_kW,has_default_charging_curve
Hyundai,IONIQ,2016,28.0,14.7,3,28.0,28.0,True
Hyundai,Kona Electric 64,2018,64.0,16.4,3,11.0,64.0,False
Hyundai,Kona Electric 39,2018,39.2,16.0,3,39.2,39.2,False
Hyundai,electric,2019,38.3,15.3,3,38.3,38.3,True
Hyundai,electric,2019,64.0,16.4,3,11.0,64.0,False
Hyundai,electric,2019,39.2,16.0,3,39.2,39.2,False
Hyundai,5 project 45,2021,70.0,19.2,3,11.0,70.0,False
Hyundai,electric,2021,39.2,16.0,3,39.2,39.2,False
Hyundai,electric,2021,64.0,16.4,3,11.0,64.0,False
Hyundai,5 standard range 2wd,2021,54.0,18.3,3,11.0,54.0,False
Hyundai,5 standard range,2021,54.0,18.6,3,11.0,54.0,False
Hyundai,5 long range 2wd,2021,70.0,18.9,3,11.0,70.0,False
Hyundai,5 long range,2021,70.0,19.2,3,11.0,70.0,False
Hyundai,5 long range 2wd,2022,74.0,19.0,3,11.0,74.0,False
Hyundai,5 long range,2022,74.0,19.2,3,11.0,74.0,False
Hyundai,6 standard range 2wd,2023,50.0,14.9,3,11.0,50.0,False
Hyundai,6 long range 2wd,2022,74.0,14.9,3,11.0,74.0,False
Hyundai,6 long range,2022,74.0,16.8,3,11.0,74.0,False
Hyundai,electric,2023,48.4,16.4,3,11.0,48.4,False
Hyundai,electric,2023,65.4,16.8,3,11.0,65.4,False
Hyundai,5 n,2023,80.0,20.5,3,11.0,80.0,False
JAC,iEV7s,2021,39.0,17.3,3,6.6,39.0,False
Jaguar,i-Pace,2018,84.0,23.2,1,7.4,105.0,False
Jaguar,i-Pace,2020,84.0,23.2,3,11.0,105.0,False
Jaguar,i-Pace,2020,84.0,23.2,3,11.0,105.0,False
Jaguar,I-Pace,2018,84.7,22.3,3,11.0,84.7,False
Jaguar,ev400,2020,84.7,22.3,3,11.0,84.7,False
Jaguar,ev320,2020,84.7,22.3,3,11.0,84.7,False
Jaguar,ev400,2023,84.7,22.3,3,11.0,84.7,False
Jeep,Avenger,2023,50.8,17.2,3,11.0,100.0,True
Jeep,Avenger Electric,2023,50.8,16.4,3,11.0,100.0,False
Jeep,Avenger Electric 1st Edition,2023,50.8,16.4,3,11.0,100.0,False
Jeep,electric 1st edition,2023,50.8,16.4,3,11.0,50.8,False
Jeep,electric,2023,50.8,16.4,3,11.0,50.8,False
KGM,Torres EVX,2024,72.0,19.5,3,11.0,120.0,False
Kia,EV6,2021,77.4,18.5,3,11.0,250.0,True
Kia,EV6,2021,58.0,17.3,3,11.0,175.0,True
Kia,EV9,2024,73.0,20.6,3,160.0,210.0,False
Kia,EV9,2023,96.0,21.3,3,11.0,210.0,True
Kia,EV9,2023,95.0,22.9,3,11.0,240.0,True
Kia,Niro EV,2022,68.4,17.1,3,11.0,80.0,True
Kia,Soul,2014,27.0,17.6,1,6.6,50.0,True
Kia,Soul,2014,30.0,17.6,1,6.6,50.0,True
Kia,e-Niro,2018,39.0,16.3,1,7.2,50.0,True
Kia,e-Niro,2020,39.0,16.3,3,11.0,50.0,True
Kia,e-Niro,2020,64.0,17.3,3,11.0,77.0,False
Kia,e-Niro,2018,64.0,17.3,1,7.2,77.0,False
Kia,e-Soul,2022,39.2,17.0,3,37.0,44.0,False
Kia,e-Soul,2019,39.0,17.0,3,11.0,50.0,True
Kia,e-Soul,2019,64.0,17.5,1,7.2,77.0,False
Kia,e-Soul,2020,64.0,17.5,3,11.0,77.0,True
Kia,EV3 Long Range,2024,78.0,17.1,3,11.0,135.0,False
Kia,EV6 Long Range AWD,2024,80.0,17.8,3,11.0,263.0,True
Kia,EV6 GT,2025,80.0,20.8,3,11.0,263.0,True
Kia,EV9 99.8 kWh AWD GT-Line,2023,96.0,22.6,3,11.0,209.0,True
Kia,Soul EV,2017,30.0,17.6,3,40.0,50.0,False
Kia,EV4 Hatchback Standard Range,2025,55.0,16.2,3,80.0,100.0,False
Kia,EV4 Sedan Standard Range,2025,55.0,15.5,3,80.0,100.0,False
Kia,EV9 76.1 kWh RWD,2024,76.1,20.0,3,11.0,210.0,False
Kia,e-Soul 39.2 kWh,2022,39.2,15.7,3,11.0,44.0,False
Kia,EV4 Hatchback Long Range,2025,78.0,16.4,3,105.0,135.0,False
Kia,EV4 Sedan Long Range,2025,72.8,14.8,3,11.0,135.0,False
Kia,Soul,2017,30.0,17.6,3,30.0,30.0,False
Kia,e-Niro 64,2018,64.0,17.1,3,11.0,64.0,False
Kia,39kwh,2019,39.2,16.7,3,39.2,39.2,False
Kia,64kwh,2020,64.0,17.1,3,11.0,64.0,False
Kia,39kwh,2020,39.2,16.7,3,39.2,39.2,False
Kia,gt,2022,74.0,20.6,3,11.0,74.0,False
Kia,standard range 2wd,2021,54.0,17.7,3,11.0,54.0,False
Kia,long range 2wd,2021,74.0,18.0,3,11.0,74.0,False
Kia,long range,2021,74.0,18.5,3,11.0,74.0,False
Kia,ev,2022,64.8,16.8,3,11.0,64.8,False
Kia,64kwh,2022,64.0,17.3,3,7.2,64.0,False
Kia,39,2022,39.2,17.0,3,7.2,39.2,False
Kia,76,2024,73.0,20.6,3,11.0,73.0,False
Kia,99,2023,96.0,21.3,3,11.0,96.0,False
Kia,99,2023,96.0,22.1,3,11.0,96.0,False
Kia,99,2023,96.0,22.6,3,11.0,96.0,False
Lancia,Ypsilon,2024,48.1,15.5,3,11.0,100.0,False
Leapmotor,C10,2024,69.9,19.7,3,11.0,84.0,False
Leapmotor,T03,2024,37.3,13.6,3,11.0,48.0,True
Lexus,RZ 450e,2022,71.4,19.6,3,11.0,150.0,True
Lexus,RZ 300e,2023,64.0,17.5,3,11.0,147.0,True
Lexus,UX 300e,2023,64.0,18.8,3,11.0,50.0,False
Lexus,300e,2020,45.0,19.1,3,11.0,45.0,False
Lexus,450e,2023,64.0,18.3,3,6.6,64.0,False
Lexus,300e,2023,64.0,18.8,3,6.6,64.0,False
Lightyear,0,2022,60.0,10.9,3,11.0,100.0,True
Lotus,Eletre,2023,109.0,22.0,3,22.0,109.0,False
Lotus,Eletre,2024,109.0,22.7,3,22.0,100.0,False
Lotus,Emeya,2024,102.0,18.5,3,11.0,350.0,False
Lotus,Eletre R,2023,112.0,22.5,3,11.0,367.0,False
Lotus,Emeya R,2024,102.0,20.0,3,11.0,350.0,False
Lotus,Emeya S,2024,102.0,17.9,3,11.0,350.0,False
Lotus,r,2023,109.0,24.0,3,22.0,109.0,False
Lotus,Eletre S,2023,109.0,22.7,3,22.0,109.0,False
Lucid,Air,2022,118.0,17.0,3,22.0,300.0,True
Lucid,Air Grand Touring,2023,112.0,16.8,3,11.0,253.0,True
Lucid,Air Touring,2023,92.0,15.9,3,11.0,200.0,False
Lucid,Air Pure RWD,2024,92.0,14.9,3,11.0,200.0,False
Lucid,Air Dream Edition P,2022,118.0,19.2,3,11.0,300.0,False
Lucid,Air Pure AWD,2023,92.0,15.6,3,11.0,200.0,False
Lucid,Air Dream Edition,2022,118.0,17.7,3,11.0,118.0,False
Lucid,grand touring,2023,112.0,16.8,3,11.0,112.0,True
Lucid,touring,2023,92.0,15.9,3,11.0,92.0,True
Lucid,pure,2023,92.0,16.4,3,11.0,92.0,True
Lucid,dream edition r,2022,118.0,17.2,3,22.0,118.0,False
MAN,e TGE,2020,35.8,30.9,1,7.2,40.0,True
Maserati,GranTurismo,2024,83.0,19.5,3,22.0,270.0,True
Maserati,Grecale,2024,95.0,23.5,3,22.0,150.0,True
Maserati,GranCabrio Folgore,2024,83.0,22.7,3,11.0,270.0,False
Maserati,folgore,2024,83.0,19.8,3,22.0,83.0,False
Maxus,EV80,2018,56.0,35.0,2,6.6,28.0,True
Maxus,MIFA 9,2023,84.0,23.0,3,11.0,114.0,True
Maxus,9,2023,84.0,23.0,3,11.0,84.0,False
Mazda,MX-30,2022,30.0,17.6,3,11.0,30.0,False
Mazda,6e Long Range,2025,75.0,17.0,3,11.0,95.0,False
Mazda,6e,2025,86.0,17.8,3,11.0,200.0,False
Mercedes,B-Klasse,2014,28.0,16.6,3,11.0,150.0,True
Mercedes,EQA,2021,66.6,17.7,3,11.0,99.0,False
Mercedes,EQB,2023,70.5,17.0,3,11.0,102.0,True
Mercedes,EQC,2020,80.0,21.6,3,11.0,125.0,False
Mercedes,EQC,2019,80.0,21.6,2,7.4,125.0,False
Mercedes,EQE,2023,96.0,20.2,3,11.0,173.0,True
Mercedes,EQS,2022,90.6,16.6,3,11.0,170.0,True
Mercedes,EQS,2021,107.8,16.8,3,11.0,204.0,False
Mercedes,EQS,2021,107.8,17.7,3,11.0,204.0,False
Mercedes,EQS,2021,107.8,17.7,3,11.0,204.0,False
Mercedes,EQS,2022,107.8,20.7,3,11.0,204.0,False
Mercedes,EQS,2022,107.8,19.8,3,11.0,204.0,False
Mercedes,EQS,2022,107.8,17.7,3,11.0,204.0,False
Mercedes,EQV,2020,90.0,27.3,3,11.0,110.0,True
Mercedes,eVito,2019,41.0,26.2,2,7.2,150.0,True
Mercedes,CLA,2025,85.0,15.0,3,11.0,320.0,False
Mercedes,EQE,2024,96.0,17.3,3,11.0,173.0,False
Mercedes,EQA,2023,70.5,16.8,3,11.0,102.0,True
Mercedes,G 580,2024,116.0,32.2,3,11.0,200.0,False
Mercedes,EQS,2024,118.0,17.1,3,11.0,200.0,False
Mercedes,EQS,2024,118.0,18.4,3,11.0,200.0,False
Mercedes,EQS,2023,118.0,22.3,3,11.0,200.0,False
Mercedes,B 250e,2015,28.0,18.7,3,11.0,150.0,True
Mercedes,EQV,2024,90.0,28.6,3,11.0,110.0,False
Mercedes,EQB,2023,66.5,19.3,3,11.0,112.0,False
Mercedes,EQS,2024,118.0,24.1,3,11.0,200.0,False
Mercedes,EQB,2023,66.5,19.3,3,11.0,112.0,False
Mercedes,EQS,2023,118.0,22.3,3,11.0,200.0,False
Mercedes,EQA,2023,66.5,16.8,3,11.0,112.0,False
Mercedes,EQS,2021,90.6,16.8,3,11.0,173.0,False
Mercedes,EQB,2022,66.5,18.3,3,11.0,113.0,False
Mercedes,EQE,2024,89.0,17.0,3,11.0,170.0,True
Mercedes,EQE,2024,90.6,17.6,3,11.0,173.0,True
Mercedes,400,2019,80.0,21.6,3,11.0,80.0,False
Mercedes,250,2021,66.5,18.5,3,11.0,66.5,False
Mercedes,300 long,2020,90.0,29.0,3,11.0,90.0,True
Mercedes,300 extra-long,2020,90.0,29.0,3,11.0,90.0,True
Mercedes,400,2020,80.0,21.6,3,11.0,80.0,False
Mercedes,450+,2021,107.8,17.0,3,11.0,107.8,True
Mercedes,580,2021,107.8,18.1,3,11.0,107.8,True
Mercedes,350,2022,90.6,17.9,3,11.0,90.6,False
Mercedes,300,2021,66.5,19.0,3,11.0,66.5,False
Mercedes,350,2021,66.5,19.0,3,11.0,66.5,False
Mercedes,amg 53,2022,90.6,19.9,3,11.0,90.6,True
Mercedes,350+,2022,90.6,17.3,3,11.0,90.6,True
Mercedes,250 long,2021,60.0,29.3,3,11.0,60.0,False
Mercedes,250 extra-long,2021,60.0,29.3,3,11.0,60.0,False
Mercedes,300,2022,66.5,19.6,3,11.0,66.5,False
Mercedes,350,2021,90.6,16.8,3,11.0,90.6,True
Mercedes,tourer long,2019,35.0,29.2,3,35.0,35.0,False
Mercedes,tourer extra-long,2019,35.0,29.2,3,35.0,35.0,False
Mercedes,tourer long,2020,90.0,29.0,3,11.0,90.0,True
Mercedes,tourer extra-long,2020,90.0,29.5,3,11.0,90.0,True
Mercedes,tourer long,2022,60.0,28.6,3,11.0,60.0,False
Mercedes,tourer extra-long,2022,60.0,29.3,3,11.0,60.0,False
Mercedes,amg 43,2022,90.6,19.9,3,11.0,90.6,True
Mercedes,250,2022,66.5,16.8,3,11.0,66.5,False
Mercedes,250+,2022,70.5,17.2,3,11.0,70.5,False
Mercedes,suv 450+,2022,108.4,21.7,3,11.0,108.4,False
Mercedes,suv 450,2022,108.4,22.1,3,11.0,108.4,False
Mercedes,suv 580,2022,108.4,22.4,3,11.0,108.4,False
Mercedes,450,2022,107.8,17.8,3,11.0,107.8,False
Mercedes,500,2022,107.8,18.3,3,11.0,107.8,False
Mercedes,300,2022,89.0,17.3,3,11.0,89.0,False
Mercedes,350,2022,89.0,17.5,3,11.0,89.0,False
Mercedes,suv 350+,2022,90.6,20.1,3,11.0,90.6,False
Mercedes,suv 350,2022,89.0,20.9,3,11.0,89.0,False
Mercedes,suv 500,2022,90.6,20.8,3,11.0,90.6,False
Mercedes,suv amg 43,2022,90.6,21.3,3,22.0,90.6,False
Mercedes,suv amg 53,2023,90.6,21.6,3,22.0,90.6,False
Mercedes,300,2023,89.0,17.0,3,11.0,89.0,False
Mercedes,350,2023,89.0,17.3,3,11.0,89.0,False
Mercedes,350,2023,89.0,17.5,3,11.0,89.0,False
Mercedes,500,2023,90.6,17.9,3,11.0,90.6,False
Mercedes,amg 43,2023,90.6,20.1,3,11.0,90.6,False
Mercedes,amg 53,2023,90.6,20.1,3,11.0,90.6,False
Mercedes,200 standard,2023,45.0,20.0,3,22.0,45.0,False
Mercedes,250,2023,66.5,16.8,3,11.0,66.5,False
Mercedes,250+,2023,70.5,17.0,3,11.0,70.5,False
Mercedes,300,2023,66.5,19.3,3,11.0,66.5,False
Mercedes,350+,2023,90.6,17.1,3,11.0,90.6,False
Mercedes,suv 300,2023,89.0,20.2,3,11.0,89.0,False
Mercedes,450+,2023,108.4,17.1,3,11.0,108.4,False
Mercedes,450,2023,108.4,17.8,3,11.0,108.4,False
Mercedes,580,2023,108.4,18.4,3,11.0,108.4,False
Mercedes,suv 350+,2023,96.0,20.2,3,11.0,96.0,False
Mercedes,suv 350,2023,90.6,20.8,3,11.0,90.6,False
Mercedes,suv 500,2023,96.0,21.1,3,11.0,96.0,False
Mercedes,suv maybach 680,2024,118.0,24.1,3,22.0,118.0,False
Mercedes,suv 450+,2023,118.0,21.9,3,11.0,118.0,False
Mercedes,suv 450,2023,118.0,22.3,3,11.0,118.0,False
Mercedes,suv 580,2023,118.0,22.3,3,11.0,118.0,False
MG,MG4 EV,2023,74.4,17.5,3,11.0,144.0,True
MG,MG4 EV,2022,61.7,16.9,3,11.0,135.0,True
MG,MG4 EV,2022,50.8,16.9,3,6.6,117.0,True
MG,MG4 EV,2023,61.7,19.3,3,11.0,140.0,True
MG,MG5 EV,2020,48.8,16.5,3,6.6,80.0,False
MG,MG5 EV,2022,57.0,17.5,3,11.0,80.0,False
MG,Marvel R,2021,65.0,19.1,3,11.0,94.0,True
MG,Marvel R,2021,65.0,19.7,3,11.0,94.0,True
MG,ZS EV,2022,69.9,18.5,3,11.0,94.0,False
MG,ZS EV,2020,68.3,18.5,3,11.0,76.0,True
MG,ZS EV,2020,48.0,18.5,1,6.6,80.0,False
MG,MG5 Electric Long Range,2022,57.4,17.1,3,11.0,87.0,True
MG,MG4 Electric 51 kWh,2022,50.8,16.9,3,11.0,87.0,True
MG,Cyberster GT,2024,74.4,18.6,3,11.0,144.0,False
MG,MG4 Electric 77 kWh,2023,74.4,17.5,3,11.0,144.0,True
MG,MG4 Electric XPOWER,2023,61.7,19.3,3,11.0,142.0,False
MG,MG5 Electric Standard Range,2022,46.0,17.4,3,11.0,63.0,False
MG,MGS5  EV 64 kWh,2025,64.0,17.5,3,11.0,139.0,False
MG,Cyberster Trophy,2024,77.0,18.3,3,11.0,144.0,False
MG,MGS5  EV 49 kWh,2025,49.0,16.8,3,11.0,120.0,False
MG,MG4 Electric 64 kWh,2022,64.0,17.0,3,11.0,142.0,False
MG,ev,2019,42.5,19.3,3,42.5,42.5,False
MG,ev,2020,48.8,16.8,3,11.0,48.8,True
MG,electric long range,2022,57.4,17.1,3,11.0,57.4,False
MG,r,2021,70.0,20.0,3,11.0,70.0,False
MG,r,2021,70.0,19.2,3,11.0,70.0,False
MG,ev long range,2020,57.4,16.9,3,11.0,57.4,False
MG,ev standard range,2021,49.0,18.5,3,11.0,49.0,False
MG,ev long range,2021,68.3,18.5,3,11.0,68.3,True
MG,electric standard range,2022,46.0,17.4,3,11.0,46.0,True
MG,electric,2022,50.8,16.9,3,6.6,50.8,False
MG,electric,2022,61.7,17.1,3,6.6,61.7,False
MG,electric xpower,2023,61.7,19.3,3,6.6,61.7,False
MG,electric,2023,74.4,17.5,3,6.6,74.4,False
Micro,Microlino,2022,10.5,8.0,1,2.3,150.0,True
Mini,Aceman,2024,38.5,16.7,3,11.0,70.0,True
Mini,Aceman,2024,49.2,17.6,3,11.0,95.0,True
Mini,Aceman,2024,49.2,17.0,3,11.0,95.0,False
Mini,Cooper,2024,36.6,14.6,3,11.0,70.0,True
Mini,Cooper,2024,49.2,17.0,3,11.0,95.0,True
Mini,Cooper,2024,49.2,14.9,3,11.0,95.0,False
Mini,Cooper SE,2020,28.9,16.1,3,11.0,50.0,True
Mini,Countryman,2024,64.6,17.0,3,11.0,128.0,True
Mini,Countryman,2024,64.6,17.7,3,11.0,128.0,False
Mini,Cooper SE Convertible,2023,32.6,14.5,3,11.0,49.0,False
Mini,se,2020,28.9,16.1,3,28.9,28.9,True
Mini,se,2021,28.9,16.1,3,28.9,28.9,True
Mini,se convertible,2023,28.9,17.5,3,11.0,28.9,False
Mini,Countryman E,2024,64.6,17.0,3,11.0,64.6,False
Mini,se all4,2024,64.6,17.7,3,11.0,64.6,False
Mini,Cooper E,2023,36.6,14.6,3,11.0,36.6,False
Mini,Cooper SE,2023,49.2,14.9,3,11.0,49.2,False
Mitsubishi,i-Miev,2010,14.5,12.9,1,3.6,50.0,True
Mitsubishi,i-MiEV,2011,14.5,17.1,3,11.0,100.0,True
Mitsubishi,i-MiEV,2015,14.5,17.1,3,11.0,100.0,True
NIO,EL6,2023,90.0,20.5,3,11.0,125.0,True
NIO,EL6,2023,70.5,20.1,3,11.0,140.0,True
NIO,EL7,2022,90.0,20.9,3,11.0,140.0,True
NIO,EL7,2022,70.5,20.7,3,11.0,140.0,True
NIO,EL8,2024,90.0,21.4,3,11.0,240.0,True
NIO,EL8,2024,73.5,21.0,3,11.0,140.0,True
NIO,ET5,2022,90.0,18.2,3,11.0,140.0,True
NIO,ET5,2022,70.5,17.8,3,11.0,140.0,True
NIO,EL7 Long Range,2022,90.0,20.9,3,11.0,127.0,False
NIO,ET7 Standard Range,2022,73.5,17.7,3,11.0,140.0,False
NIO,EL6 Long Range,2023,90.0,20.7,3,11.0,180.0,False
NIO,ET7 Long Range,2022,90.0,17.8,3,11.0,127.0,False
NIO,ET5 Touring Long Range,2023,100.0,18.0,3,11.0,180.0,False
NIO,ET5 Standard Range,2022,75.0,18.0,3,11.0,140.0,False
NIO,EL6 Standard Range,2023,75.0,19.5,3,11.0,140.0,False
NIO,ET5 Touring Standard Range,2023,75.0,18.0,3,11.0,140.0,False
NIO,EL7 Standard Range,2022,75.0,20.5,3,11.0,140.0,False
NIO,standard range,2022,73.5,20.7,3,11.0,73.5,False
NIO,long range,2022,90.0,20.9,3,11.0,90.0,False
NIO,touring standard range,2023,73.5,18.4,3,11.0,73.5,False
NIO,touring long range,2023,90.0,18.6,3,11.0,90.0,False
NIO,standard range,2023,73.5,20.1,3,11.0,73.5,False
NIO,long range,2023,90.0,20.7,3,11.0,90.0,False
Nissan,Leaf,2022,39.0,16.6,3,3.6,39.0,False
Nissan,Ariya,2022,63.0,18.8,3,7.4,130.0,True
Nissan,Ariya,2022,87.0,19.6,3,22.0,130.0,True
Nissan,Ariya,2022,87.0,20.7,3,22.0,130.0,True
Nissan,Ariya,2022,87.0,22.6,3,22.0,130.0,True
Nissan,Leaf,2011,24.0,16.9,1,3.6,46.0,False
Nissan,Leaf,2011,24.0,16.9,1,6.6,46.0,False
Nissan,Leaf,2015,30.0,16.5,1,3.6,47.0,False
Nissan,Leaf,2015,30.0,16.5,1,6.6,47.0,False
Nissan,Leaf,2018,38.0,16.4,1,6.6,45.0,False
Nissan,Leaf,2019,62.0,17.2,1,6.6,100.0,True
Nissan,e-NV 200,2014,24.0,20.0,1,3.6,46.0,False
Nissan,e-NV 200,2014,24.0,20.0,1,6.6,46.0,False
Nissan,e-NV 200,2014,38.0,20.0,1,6.6,45.0,False
Nissan,Leaf e+,2022,59.0,17.4,3,11.0,46.0,True
Nissan,e-NV200 Evalia,2018,37.0,21.8,3,11.0,46.0,True
Nissan,Ariya e-4ORCE 87kWh - 225 kW,2022,87.0,21.5,3,11.0,130.0,False
Nissan,Townstar EV Passenger,2023,45.0,20.0,3,11.0,80.0,False
Nissan,Ariya e-4ORCE 87kWh - 320 kW Nismo,2024,87.0,22.6,3,11.0,130.0,False
Nissan,Townstar EV Passenger L2,2024,45.0,20.5,3,11.0,80.0,False
Nissan,Ariya e-4ORCE 87kWh - 290 kW,2023,87.0,21.5,3,11.0,130.0,False
Nissan,Leaf 24,2013,22.0,16.3,3,11.0,100.0,True
Nissan,Leaf 30,2015,28.0,16.5,3,11.0,100.0,True
Nissan,e-NV200,2014,22.0,21.0,3,11.0,100.0,True
Nissan,Leaf,2018,39.0,16.6,3,39.0,39.0,False
Nissan,e-NV200,2018,37.0,21.8,3,37.0,37.0,False
Nissan,e+,2019,59.0,17.1,3,11.0,59.0,False
Nissan,63kwh,2022,63.0,18.8,3,11.0,63.0,True
Nissan,87kwh,2022,87.0,19.3,3,11.0,87.0,True
Nissan,e-4orce,2022,87.0,21.5,3,11.0,87.0,True
Nissan,e-4orce,2023,87.0,21.5,3,11.0,87.0,True
Nissan,e+,2022,59.0,17.4,3,6.6,59.0,False
Nissan,ev passenger,2023,45.0,20.0,3,11.0,45.0,False
Omoda,E5,2024,61.0,17.7,3,11.0,80.0,False
ORA,Funky Cat GT,2023,59.3,18.0,3,11.0,69.0,False
ORA,Funky Cat 48 kWh,2022,48.0,17.5,3,11.0,64.0,False
ORA,Funky Cat 63 kWh,2023,63.0,17.4,3,11.0,69.0,False
ORA,cat,2022,45.4,17.5,3,11.0,45.4,False
ORA,cat,2023,59.3,17.4,3,11.0,59.3,False
ORA,cat,2023,59.3,18.0,3,11.0,59.3,False
Peugeot,e-208,2021,46.3,16.2,3,7.4,46.3,True
Peugeot,e-308,2023,50.8,16.9,3,11.0,50.8,True
Peugeot,Partner Tepee,2017,20.5,20.4,3,20.5,20.5,False
Peugeot,E-Expert,2020,75.0,27.0,3,11.0,100.0,False
Peugeot,E-Traveller,2020,45.0,24.3,3,11.0,98.0,False
Peugeot,E-Traveller,2020,45.0,24.3,3,7.4,98.0,False
Peugeot,I-on,2010,14.5,12.9,1,3.6,50.0,True
Peugeot,Partner,2013,22.5,20.5,1,3.2,50.0,True
Peugeot,e-2008,2020,47.5,18.0,3,11.0,100.0,False
Peugeot,e-2008,2023,46.3,17.1,3,11.0,101.0,True
Peugeot,e-2008,2020,47.5,18.0,1,7.4,100.0,False
Peugeot,e-208,2020,45.0,16.1,3,11.0,100.0,False
Peugeot,e-208,2023,46.3,16.0,3,11.0,101.0,True
Peugeot,e-208,2020,45.0,16.1,1,7.4,100.0,False
Peugeot,e-3008,2024,73.0,19.7,3,11.0,160.0,True
Peugeot,e-3008,2024,98.0,19.4,3,11.0,160.0,True
Peugeot,e-Partner,2021,45.0,22.5,3,11.0,100.0,False
Peugeot,e-3008 73 kWh,2023,73.0,19.2,3,11.0,160.0,False
Peugeot,e-2008 SUV,2021,46.3,17.1,3,11.0,101.0,True
Peugeot,e-2008 54 kWh,2023,50.8,16.9,3,11.0,100.0,False
Peugeot,e-5008 73 kWh,2024,73.0,19.7,3,11.0,160.0,False
Peugeot,e-5008 97 kWh Long Range,2024,96.9,20.0,3,11.0,160.0,False
Peugeot,e-208 51 kWh,2023,48.1,15.5,3,11.0,100.0,False
Peugeot,e-408 58 kWh,2024,58.2,15.5,3,11.0,120.0,False
Peugeot,e-308 SW,2023,50.8,16.9,3,11.0,100.0,False
Peugeot,e-5008 73 kWh Dual Motor,2025,73.0,20.3,3,11.0,160.0,False
Peugeot,e-Expert Combi Standard 75 kWh,2021,75.0,25.7,3,11.0,100.0,False
Peugeot,e-Rifter M 50 kWh,2024,50.0,21.3,3,11.0,100.0,False
Peugeot,e-Traveller L3 75 kWh,2024,75.0,26.2,3,11.0,100.0,False
Peugeot,e-Expert Combi Long 75 kWh,2021,75.0,26.2,3,11.0,100.0,False
Peugeot,e-Traveller Long 75 kWh,2021,75.0,26.2,3,11.0,100.0,False
Peugeot,e-Expert Combi Standard 50 kWh,2021,50.0,25.0,3,11.0,101.0,True
Peugeot,e-Rifter XL 50 kWh,2024,50.0,21.7,3,11.0,100.0,False
Peugeot,e-Rifter Long 50 kWh,2021,50.0,23.2,3,11.0,101.0,True
Peugeot,e-Traveller Standard 50 kWh,2020,50.0,25.0,3,11.0,101.0,True
Peugeot,e-Rifter Standard 50 kWh,2021,50.0,22.6,3,11.0,101.0,True
Peugeot,e-Traveller Standard 75 kWh,2021,75.0,25.7,3,11.0,100.0,False
Peugeot,e-Traveller L2 50 kWh,2024,50.0,25.7,3,11.0,101.0,True
Peugeot,e-Traveller L2 75 kWh,2024,75.0,26.2,3,11.0,100.0,False
Peugeot,e-Traveller Long 50 kWh,2020,50.0,25.0,3,11.0,101.0,True
Peugeot,e-Traveller L3 50 kWh,2024,50.0,25.7,3,11.0,101.0,True
Peugeot,e-Expert Combi Long 50 kWh,2021,50.0,25.0,3,11.0,101.0,True
